SBWY_STN_CD, SBWY_STN_NM, SBWY_LN_CD, SBWY_LN_NM, AGGR_YMDHMS
994118,노들,501,9호선,20191006000000
994119,흑석(중앙대입구),501,9호선,20191006000000
994120,동작(9호선),501,9호선,20191006000000
994121,구반포,501,9호선,20191006000000
994122,신반포,501,9호선,20191006000000
994123,고속터미널(9호선),501,9호선,20191006000000
994124,사평,501,9호선,20191006000000
994125,신논현,501,9호선,20191006000000
994126,언주,501,9호선,20191006000000
994127,선정릉(9),501,9호선,20191006000000
994128,삼성중앙,501,9호선,20191006000000
994129,봉은사,501,9호선,20191006000000
994130,종합운동장(9),501,9호선,20191006000000
994131,삼전,501,9호선,20191006000000
994132,석촌고분,501,9호선,20191006000000
994133,석촌(9호선),501,9호선,20191006000000
994134,송파나루,501,9호선,20191006000000
994135,한성백제,501,9호선,20191006000000
994136,올림픽공원(9호선),501,9호선,20191006000000
994137,둔촌오륜,501,9호선,20191006000000
994138,중앙보훈병원,501,9호선,20191006000000
994201,서울(공항),601,공항철도,20191006000000
994202,공덕(공항),601,공항철도,20191006000000
994203,홍대입구(공항),601,공항철도,20191006000000
994204,디지털미디어시티(공항),601,공항철도,20191006000000
994206,마곡나루(공항),601,공항철도,20191006000000
994207,김포공항(공항),601,공항철도,20191006000000
994208,계양(공항),601,공항철도,20191006000000
994209,검암(공항),601,공항철도,20191006000000
994210,청라국제도시,601,공항철도,20191006000000
994211,운서(공항),601,공항철도,20191006000000
994212,공항화물청사(공항),601,공항철도,20191006000000
994213,인천공항1터미널(공항),601,공항철도,20191006000000
994214,용유(공항),601,공항철도,20191006000000
994215,인천공항2터미널(공항),601,공항철도,20191006000000
994217,영종,601,공항철도,20191006000000
994307,강남(신분당선),701,신분당선,20191006000000
994308,양재(서초구청),701,신분당선,20191006000000
994309,양재시민의숲(매헌),701,신분당선,20191006000000
994310,청계산입구,701,신분당선,20191006000000
994311,판교,701,신분당선,20191006000000
994312,정자(신분당선),701,신분당선,20191006000000
994313,미금(신분당),701,신분당선,20191006000000
994314,동천,701,신분당선,20191006000000
994315,수지구청,701,신분당선,20191006000000
994316,성복,701,신분당선,20191006000000
994317,상현,701,신분당선,20191006000000
994318,광교중앙(아주대),701,신분당선,20191006000000
994319,광교(경기대),701,신분당선,20191006000000
994501,기흥(백남준 아트 센터),801,용인경전철,20191006000000
994502,강남대,801,용인경전철,20191006000000
994503,지석,801,용인경전철,20191006000000
994504,어정,801,용인경전철,20191006000000
994505,동백,801,용인경전철,20191006000000
994506,초당,801,용인경전철,20191006000000
994508,삼가,801,용인경전철,20191006000000
994509,시청.용인대,801,용인경전철,20191006000000
994510,명지대,801,용인경전철,20191006000000
994511,김량장,801,용인경전철,20191006000000
994512,운동장.송담대,801,용인경전철,20191006000000
994513,고진,801,용인경전철,20191006000000
994514,보평,801,용인경전철,20191006000000
994515,둔전,801,용인경전철,20191006000000
994517,전대.에버랜드,801,용인경전철,20191006000000
994601,발곡,901,의정부경전철,20191006000000
994602,회룡(의정부경전철),901,의정부경전철,20191006000000
994603,범골,901,의정부경전철,20191006000000
994604,경전철의정부,901,의정부경전철,20191006000000
994605,의정부시청,901,의정부경전철,20191006000000
994606,흥선,901,의정부경전철,20191006000000
994607,의정부중앙,901,의정부경전철,20191006000000
994608,동오,901,의정부경전철,20191006000000
994609,새말,901,의정부경전철,20191006000000
994610,경기도청북부청사,901,의정부경전철,20191006000000
994611,효자(의정부경전철),901,의정부경전철,20191006000000
994612,곤제,901,의정부경전철,20191006000000
994613,어룡,901,의정부경전철,20191006000000
994614,송산,901,의정부경전철,20191006000000
994615,탑석,901,의정부경전철,20191006000000
010000,서울,101,경부선,20191007000000
010017,남영,101,경부선,20191007000000
010032,용산,101,경부선,20191007000000
010058,노량진,101,경부선,20191007000000
010073,대방,101,경부선,20191007000000
010091,영등포,101,경부선,20191007000000
010106,신도림,101,경부선,20191007000000
010081,신길,101,경부선,20191007000000
010117,구로,101,경부선,20191007000000
010141,가산디지털단지,101,경부선,20191007000000
010173,금천구청,101,경부선,20191007000000
010196,석수,101,경부선,20191007000000
010215,관악,101,경부선,20191007000000
010239,안양,101,경부선,20191007000000
010261,명학,101,경부선,20191007000000
010275,금정,101,경부선,20191007000000
010297,군포,101,경부선,20191007000000
010339,의왕,101,경부선,20191007000000
010368,성균관대,101,경부선,20191007000000
010394,화서,101,경부선,20191007000000
010415,수원,101,경부선,20191007000000
010161,독산,101,경부선,20191007000000
010444,세류,101,경부선,20191007000000
010487,병점,101,경부선,20191007000000
010511,세마,101,경부선,20191007000000
010538,오산대,101,경부선,20191007000000
010570,오산,101,경부선,20191007000000
010605,진위,101,경부선,20191007000000
010648,송탄,101,경부선,20191007000000
010670,서정리,101,경부선,20191007000000
010713,지제,101,경부선,20191007000000
010754,평택,101,경부선,20191007000000
010313,당정,101,경부선,20191007000000
1G0022,서동탄,101,경부선,20191007000000
H10219,광명,101,경부선,20191007000000
010848,성환,101,경부선,20191007000000
010902,직산,101,경부선,20191007000000
010940,두정,101,경부선,20191007000000
010971,천안,101,경부선,20191007000000
020032,중랑,102,중앙선,20191007000000
020040,상봉,102,중앙선,20191007000000
020046,망우,102,중앙선,20191007000000
020063,양원,102,중앙선,20191007000000
020095,구리,102,중앙선,20191007000000
020117,도농,102,중앙선,20191007000000
020149,양정,102,중앙선,20191007000000
020178,덕소,102,중앙선,20191007000000
020187,도심,102,중앙선,20191007000000
020243,팔당,102,중앙선,20191007000000
020293,운길산,102,중앙선,20191007000000
020346,양수,102,중앙선,20191007000000
020393,신원,102,중앙선,20191007000000
020430,국수,102,중앙선,20191007000000
020471,아신,102,중앙선,20191007000000
020457,오빈,102,중앙선,20191007000000
020524,양평,102,중앙선,20191007000000
020585,원덕,102,중앙선,20191007000000
020641,용문,102,중앙선,20191007000000
020677,지평,102,중앙선,20191007000000
060050,개봉,106,경인선,20191007000000
060063,오류동,106,경인선,20191007000000
060095,역곡,106,경인선,20191007000000
060121,부천,106,경인선,20191007000000
060148,송내,106,경인선,20191007000000
060175,부평,106,경인선,20191007000000
060189,백운,106,경인선,20191007000000
060207,동암,106,경인선,20191007000000
060231,주안,106,경인선,20191007000000
060251,제물포,106,경인선,20191007000000
060277,동인천,106,경인선,20191007000000
060296,인천,106,경인선,20191007000000
060040,구일,106,경인선,20191007000000
060110,소사,106,경인선,20191007000000
060160,부개,106,경인선,20191007000000
060219,간석,106,경인선,20191007000000
060265,도원,106,경인선,20191007000000
060085,온수,106,경인선,20191007000000
060138,중동,106,경인선,20191007000000
060241,도화,106,경인선,20191007000000
100021,달월,107,수인선,20191007000000
100036,월곶,107,수인선,20191007000000
100049,소래포구,107,수인선,20191007000000
100059,인천논현,107,수인선,20191007000000
100072,호구포,107,수인선,20191007000000
100085,남동인더스파크,107,수인선,20191007000000
100095,원인재,107,수인선,20191007000000
100104,연수,107,수인선,20191007000000
100131,송도,107,수인선,20191007000000
100155,인하대,107,수인선,20191007000000
100173,숭의,107,수인선,20191007000000
100188,신포,107,수인선,20191007000000
060296,인천(수인),107,수인선,20191007000000
080013,봉명,108,장항선,20191007000000
080029,쌍용(나사렛대),108,장항선,20191007000000
080045,아산,108,장항선,20191007000000
080092,배방,108,장항선,20191007000000
080147,온양온천,108,장항선,20191007000000
080216,신창(순천향대),108,장항선,20191007000000
010000,서울(경의선),111,경의선,20191007000000
110031,신촌,111,경의선,20191007000000
120018,효창공원앞,111,경의선,20191007000000
120025,공덕(경의선),111,경의선,20191007000000
120044,서강대,111,경의선,20191007000000
120053,홍대입구(경의선),111,경의선,20191007000000
110058,가좌,111,경의선,20191007000000
110075,디엠시,111,경의선,20191007000000
110082,수색,111,경의선,20191007000000
110116,화전,111,경의선,20191007000000
110140,강매,111,경의선,20191007000000
110147,행신,111,경의선,20191007000000
110165,능곡,111,경의선,20191007000000
110196,곡산,111,경의선,20191007000000
110213,백마,111,경의선,20191007000000
110232,풍산,111,경의선,20191007000000
110249,일산,111,경의선,20191007000000
110265,탄현,111,경의선,20191007000000
110289,야당,111,경의선,20191007000000
110300,운정,111,경의선,20191007000000
110337,금릉,111,경의선,20191007000000
110351,금촌,111,경의선,20191007000000
110392,월롱,111,경의선,20191007000000
110407,파주,111,경의선,20191007000000
110460,문산,111,경의선,20191007000000
130019,이촌,113,경원선,20191007000000
130036,서빙고,113,경원선,20191007000000
130055,한남,113,경원선,20191007000000
130070,옥수,113,경원선,20191007000000
130089,응봉,113,경원선,20191007000000
130104,왕십리,113,경원선,20191007000000
130126,청량리,113,경원선,20191007000000
130140,회기,113,경원선,20191007000000
130149,외대앞,113,경원선,20191007000000
130157,신이문,113,경원선,20191007000000
130171,석계,113,경원선,20191007000000
130182,광운대,113,경원선,20191007000000
130193,월계,113,경원선,20191007000000
130207,녹천,113,경원선,20191007000000
130218,창동,113,경원선,20191007000000
130234,방학,113,경원선,20191007000000
130247,도봉,113,경원선,20191007000000
130259,도봉산,113,경원선,20191007000000
130282,망월사,113,경원선,20191007000000
130296,회룡,113,경원선,20191007000000
130312,의정부,113,경원선,20191007000000
130324,가능,113,경원선,20191007000000
130339,녹양,113,경원선,20191007000000
130354,양주,113,경원선,20191007000000
130409,덕계,113,경원선,20191007000000
130437,덕정,113,경원선,20191007000000
130482,지행,113,경원선,20191007000000
130503,동두천중앙,113,경원선,20191007000000
130517,보산,113,경원선,20191007000000
130531,동두천,113,경원선,20191007000000
130556,소요산,113,경원선,20191007000000
140022,신내,114,경춘선,20191007000000
140047,갈매,114,경춘선,20191007000000
140062,별내,114,경춘선,20191007000000
140098,퇴계원,114,경춘선,20191007000000
140133,사릉,114,경춘선,20191007000000
140163,금곡,114,경춘선,20191007000000
140214,평내호평,114,경춘선,20191007000000
140228,천마산,114,경춘선,20191007000000
140277,마석,114,경춘선,20191007000000
140362,대성리,114,경춘선,20191007000000
140436,청평,114,경춘선,20191007000000
140488,상천,114,경춘선,20191007000000
140576,가평,114,경춘선,20191007000000
140622,굴봉산,114,경춘선,20191007000000
140681,백양리,114,경춘선,20191007000000
140701,강촌,114,경춘선,20191007000000
140787,김유정,114,경춘선,20191007000000
140840,남춘천,114,경춘선,20191007000000
140873,춘천,114,경춘선,20191007000000
210023,산본,121,안산선,20191007000000
210060,대야미,121,안산선,20191007000000
210080,반월,121,안산선,20191007000000
210117,상록수,121,안산선,20191007000000
210132,한대앞,121,안산선,20191007000000
210148,중앙,121,안산선,20191007000000
210162,고잔,121,안산선,20191007000000
210177,초지,121,안산선,20191007000000
210195,안산,121,안산선,20191007000000
210217,신길온천,121,안산선,20191007000000
210246,정왕,121,안산선,20191007000000
210260,오이도,121,안산선,20191007000000
210034,수리산,121,안산선,20191007000000
220124,선바위,122,과천선,20191007000000
220114,경마공원,122,과천선,20191007000000
220105,대공원,122,과천선,20191007000000
220095,과천,122,과천선,20191007000000
220085,정부과천청사,122,과천선,20191007000000
220055,인덕원,122,과천선,20191007000000
220039,평촌,122,과천선,20191007000000
220026,범계,122,과천선,20191007000000
010415,수원(분당),123,분당선,20191007000000
230058,선릉,123,분당선,20191007000000
230068,한티,123,분당선,20191007000000
230075,도곡,123,분당선,20191007000000
230081,구룡,123,분당선,20191007000000
230088,개포동,123,분당선,20191007000000
230094,대모산입구,123,분당선,20191007000000
230124,수서,123,분당선,20191007000000
230156,복정,123,분당선,20191007000000
230022,서울숲,123,분당선,20191007000000
230041,압구정로데오,123,분당선,20191007000000
230053,강남구청,123,분당선,20191007000000
230060,선정릉,123,분당선,20191007000000
230180,가천대,123,분당선,20191007000000
230190,태평,123,분당선,20191007000000
230199,모란,123,분당선,20191007000000
230222,야탑,123,분당선,20191007000000
230253,서현,123,분당선,20191007000000
230264,수내,123,분당선,20191007000000
230280,정자,123,분당선,20191007000000
230298,미금,123,분당선,20191007000000
230309,오리,123,분당선,20191007000000
230181,이매,123,분당선,20191007000000
230335,보정,123,분당선,20191007000000
230327,죽전,123,분당선,20191007000000
230356,구성,123,분당선,20191007000000
230372,신갈,123,분당선,20191007000000
230386,기흥,123,분당선,20191007000000
230414,상갈,123,분당선,20191007000000
230442,청명,123,분당선,20191007000000
230453,영통,123,분당선,20191007000000
230468,망포,123,분당선,20191007000000
230486,매탄권선,123,분당선,20191007000000
230500,수원시청,123,분당선,20191007000000
230514,매교,123,분당선,20191007000000
240038,원흥,124,일산선,20191007000000
240000,지축,124,일산선,20191007000000
240017,삼송,124,일산선,20191007000000
240067,원당,124,일산선,20191007000000
240093,화정,124,일산선,20191007000000
110180,대곡,124,일산선,20191007000000
240139,백석,124,일산선,20191007000000
240153,마두,124,일산선,20191007000000
240162,정발산,124,일산선,20191007000000
240178,주엽,124,일산선,20191007000000
240192,대화,124,일산선,20191007000000
250007,판교(경강선),125,경강선,20191007000000
250023,이매(경강선),125,경강선,20191007000000
250092,삼동,125,경강선,20191007000000
250141,경기광주,125,경강선,20191007000000
250191,초월,125,경강선,20191007000000
250240,곤지암,125,경강선,20191007000000
250309,신둔도예촌,125,경강선,20191007000000
250383,이천,125,경강선,20191007000000
250428,부발,125,경강선,20191007000000
250502,세종대왕릉,125,경강선,20191007000000
250556,여주,125,경강선,20191007000000
270000,소사(소시),127,소사원시선,20191007000000
270017,소새울,127,소사원시선,20191007000000
270038,시흥대야,127,소사원시선,20191007000000
270052,신천,127,소사원시선,20191007000000
270102,신현,127,소사원시선,20191007000000
270122,시흥시청,127,소사원시선,20191007000000
270135,시흥능곡,127,소사원시선,20191007000000
270159,달미,127,소사원시선,20191007000000
270175,선부,127,소사원시선,20191007000000
270191,초지(소시),127,소사원시선,20191007000000
270205,원곡,127,소사원시선,20191007000000
270220,원시,127,소사원시선,20191007000000
750046,부전,175,동해남부선,20191007000000
750078,거제해맞이,175,동해남부선,20191007000000
750091,거제,175,동해남부선,20191007000000
750086,교대(부산),175,동해남부선,20191007000000
750106,동래,175,동해남부선,20191007000000
750119,안락,175,동해남부선,20191007000000
750136,재송,175,동해남부선,20191007000000
750161,센텀,175,동해남부선,20191007000000
750176,벡스코,175,동해남부선,20191007000000
750189,신해운대,175,동해남부선,20191007000000
750254,송정(부산),175,동해남부선,20191007000000
750239,오시리아,175,동해남부선,20191007000000
750329,기장,175,동해남부선,20191007000000
750359,일광,175,동해남부선,20191007000000
990150,서울(1),201,지하1호선,20191007000000
990151,시청(1),201,지하1호선,20191007000000
990152,종각,201,지하1호선,20191007000000
990153,종로3가(1),201,지하1호선,20191007000000
990154,종로5가,201,지하1호선,20191007000000
990155,동대문(1),201,지하1호선,20191007000000
990156,신설동(1),201,지하1호선,20191007000000
990157,제기동,201,지하1호선,20191007000000
990158,청량리(서울시립대입구),201,지하1호선,20191007000000
990159,동묘앞(1),201,지하1호선,20191007000000
990201,시청(2),202,지하2호선,20191007000000
990202,을지로입구,202,지하2호선,20191007000000
990203,을지로3가(2),202,지하2호선,20191007000000
990204,을지로4가(2),202,지하2호선,20191007000000
990205,동대문역사문화공원(2),202,지하2호선,20191007000000
990206,신당(2),202,지하2호선,20191007000000
990207,상왕십리,202,지하2호선,20191007000000
990208,왕십리(2),202,지하2호선,20191007000000
990209,한양대,202,지하2호선,20191007000000
990210,뚝섬,202,지하2호선,20191007000000
990211,성수,202,지하2호선,20191007000000
990212,건대입구(2),202,지하2호선,20191007000000
990213,구의,202,지하2호선,20191007000000
990214,강변,202,지하2호선,20191007000000
990215,잠실나루,202,지하2호선,20191007000000
990216,잠실(2),202,지하2호선,20191007000000
990217,잠실새내,202,지하2호선,20191007000000
990218,종합운동장,202,지하2호선,20191007000000
990219,삼성,202,지하2호선,20191007000000
990220,선릉(2),202,지하2호선,20191007000000
990221,역삼,202,지하2호선,20191007000000
990222,강남,202,지하2호선,20191007000000
990223,교대(2),202,지하2호선,20191007000000
990224,서초,202,지하2호선,20191007000000
990225,방배,202,지하2호선,20191007000000
990226,사당(2),202,지하2호선,20191007000000
990227,낙성대,202,지하2호선,20191007000000
990228,서울대입구,202,지하2호선,20191007000000
990229,봉천,202,지하2호선,20191007000000
990230,신림,202,지하2호선,20191007000000
990231,신대방,202,지하2호선,20191007000000
990232,구로디지털단지,202,지하2호선,20191007000000
990233,대림(2),202,지하2호선,20191007000000
990234,신도림(2),202,지하2호선,20191007000000
990235,문래,202,지하2호선,20191007000000
990236,영등포구청(2),202,지하2호선,20191007000000
990237,당산,202,지하2호선,20191007000000
990238,합정(2),202,지하2호선,20191007000000
990239,홍대입구,202,지하2호선,20191007000000
990240,신촌(2),202,지하2호선,20191007000000
990241,이대,202,지하2호선,20191007000000
990242,아현,202,지하2호선,20191007000000
990243,충정로(2),202,지하2호선,20191007000000
990244,용답,202,지하2호선,20191007000000
990245,신답,202,지하2호선,20191007000000
990246,신설동(2),202,지하2호선,20191007000000
990247,도림천,202,지하2호선,20191007000000
990248,양천구청,202,지하2호선,20191007000000
990249,신정네거리,202,지하2호선,20191007000000
990250,용두,202,지하2호선,20191007000000
990309,지축(3),203,지하3호선,20191007000000
990310,구파발,203,지하3호선,20191007000000
990311,연신내(3),203,지하3호선,20191007000000
990312,불광(3),203,지하3호선,20191007000000
990313,녹번,203,지하3호선,20191007000000
990314,홍제,203,지하3호선,20191007000000
990315,무악재,203,지하3호선,20191007000000
990316,독립문,203,지하3호선,20191007000000
990317,경복궁,203,지하3호선,20191007000000
990318,안국,203,지하3호선,20191007000000
990319,종로3가(3),203,지하3호선,20191007000000
990320,을지로3가(3),203,지하3호선,20191007000000
990321,충무로(3),203,지하3호선,20191007000000
990322,동대입구,203,지하3호선,20191007000000
990323,약수,203,지하3호선,20191007000000
990324,금호(3),203,지하3호선,20191007000000
990325,옥수(3),203,지하3호선,20191007000000
990326,압구정,203,지하3호선,20191007000000
990327,신사,203,지하3호선,20191007000000
990328,잠원,203,지하3호선,20191007000000
990329,고속터미널(3),203,지하3호선,20191007000000
990330,교대(3),203,지하3호선,20191007000000
990331,남부터미널,203,지하3호선,20191007000000
990332,양재,203,지하3호선,20191007000000
990333,매봉,203,지하3호선,20191007000000
990334,도곡(3),203,지하3호선,20191007000000
990335,대치,203,지하3호선,20191007000000
990336,학여울,203,지하3호선,20191007000000
990337,대청,203,지하3호선,20191007000000
990338,일원,203,지하3호선,20191007000000
990339,수서(3),203,지하3호선,20191007000000
990340,가락시장(3),203,지하3호선,20191007000000
990341,경찰병원,203,지하3호선,20191007000000
990342,오금(3),203,지하3호선,20191007000000
990409,당고개,204,지하4호선,20191007000000
990410,상계,204,지하4호선,20191007000000
990411,노원,204,지하4호선,20191007000000
990412,창동(4),204,지하4호선,20191007000000
990413,쌍문,204,지하4호선,20191007000000
990414,수유,204,지하4호선,20191007000000
990415,미아(서울사이버대학),204,지하4호선,20191007000000
990416,미아삼거리,204,지하4호선,20191007000000
990417,길음,204,지하4호선,20191007000000
990418,성신여대입구,204,지하4호선,20191007000000
990419,한성대입구,204,지하4호선,20191007000000
990420,혜화,204,지하4호선,20191007000000
990421,동대문(4),204,지하4호선,20191007000000
990422,동대문역사문화공원(4),204,지하4호선,20191007000000
990423,충무로(4),204,지하4호선,20191007000000
990424,명동,204,지하4호선,20191007000000
990425,회현,204,지하4호선,20191007000000
990426,서울(4),204,지하4호선,20191007000000
990427,숙대입구,204,지하4호선,20191007000000
990428,삼각지(4),204,지하4호선,20191007000000
990429,신용산,204,지하4호선,20191007000000
990430,이촌(4),204,지하4호선,20191007000000
990431,동작,204,지하4호선,20191007000000
990432,총신대입구(4),204,지하4호선,20191007000000
990433,사당(4),204,지하4호선,20191007000000
990434,남태령,204,지하4호선,20191007000000
992511,방화,305,지하5호선,20191007000000
992512,개화산,305,지하5호선,20191007000000
992513,김포공항,305,지하5호선,20191007000000
992514,송정,305,지하5호선,20191007000000
992515,마곡,305,지하5호선,20191007000000
992516,발산,305,지하5호선,20191007000000
992517,우장산,305,지하5호선,20191007000000
992518,화곡,305,지하5호선,20191007000000
992519,까치산(5),305,지하5호선,20191007000000
992520,신정,305,지하5호선,20191007000000
992521,목동,305,지하5호선,20191007000000
992522,오목교,305,지하5호선,20191007000000
992523,양평(5),305,지하5호선,20191007000000
992524,영등포구청(5),305,지하5호선,20191007000000
992525,영등포시장,305,지하5호선,20191007000000
992526,신길(5),305,지하5호선,20191007000000
992527,여의도,305,지하5호선,20191007000000
992528,여의나루,305,지하5호선,20191007000000
992529,마포,305,지하5호선,20191007000000
992530,공덕(5),305,지하5호선,20191007000000
992531,애오개,305,지하5호선,20191007000000
992532,충정로(5),305,지하5호선,20191007000000
992533,서대문,305,지하5호선,20191007000000
992534,광화문,305,지하5호선,20191007000000
992535,종로3가(5),305,지하5호선,20191007000000
992536,을지로4가(5),305,지하5호선,20191007000000
992537,동대문역사문화공원(5),305,지하5호선,20191007000000
992538,청구(5),305,지하5호선,20191007000000
992539,신금호,305,지하5호선,20191007000000
992540,행당,305,지하5호선,20191007000000
992541,왕십리(5),305,지하5호선,20191007000000
992542,마장,305,지하5호선,20191007000000
992543,답십리,305,지하5호선,20191007000000
992544,장한평,305,지하5호선,20191007000000
992545,군자(5),305,지하5호선,20191007000000
992546,아차산,305,지하5호선,20191007000000
992547,광나루,305,지하5호선,20191007000000
992548,천호(5),305,지하5호선,20191007000000
992549,강동,305,지하5호선,20191007000000
992550,길동,305,지하5호선,20191007000000
992551,굽은다리,305,지하5호선,20191007000000
992552,명일,305,지하5호선,20191007000000
992553,고덕,305,지하5호선,20191007000000
992554,상일동,305,지하5호선,20191007000000
992555,둔촌동,305,지하5호선,20191007000000
992556,올림픽공원,305,지하5호선,20191007000000
992557,방이,305,지하5호선,20191007000000
992558,오금(5),305,지하5호선,20191007000000
992559,개롱,305,지하5호선,20191007000000
992560,거여,305,지하5호선,20191007000000
992561,마천,305,지하5호선,20191007000000
992611,응암,306,지하6호선,20191007000000
992612,역촌,306,지하6호선,20191007000000
992613,불광(6),306,지하6호선,20191007000000
992614,독바위,306,지하6호선,20191007000000
992615,연신내(6),306,지하6호선,20191007000000
992616,구산,306,지하6호선,20191007000000
992617,새절,306,지하6호선,20191007000000
992618,증산,306,지하6호선,20191007000000
992619,디지털미디어시티(6),306,지하6호선,20191007000000
992620,월드컵경기장,306,지하6호선,20191007000000
992621,마포구청,306,지하6호선,20191007000000
992622,망원,306,지하6호선,20191007000000
992623,합정(6),306,지하6호선,20191007000000
992624,상수,306,지하6호선,20191007000000
992625,광흥창,306,지하6호선,20191007000000
992626,대흥,306,지하6호선,20191007000000
992627,공덕(6),306,지하6호선,20191007000000
992628,효창공원앞(6호선),306,지하6호선,20191007000000
992629,삼각지(6),306,지하6호선,20191007000000
992630,녹사평,306,지하6호선,20191007000000
992631,이태원,306,지하6호선,20191007000000
992632,한강진,306,지하6호선,20191007000000
992633,버티고개,306,지하6호선,20191007000000
992634,약수(6),306,지하6호선,20191007000000
992635,청구(6),306,지하6호선,20191007000000
992636,신당(6),306,지하6호선,20191007000000
992637,동묘앞,306,지하6호선,20191007000000
992638,창신,306,지하6호선,20191007000000
992639,보문,306,지하6호선,20191007000000
992640,안암,306,지하6호선,20191007000000
992641,고려대,306,지하6호선,20191007000000
992642,월곡,306,지하6호선,20191007000000
992643,상월곡,306,지하6호선,20191007000000
992644,돌곶이,306,지하6호선,20191007000000
992645,석계(6),306,지하6호선,20191007000000
992646,태릉입구(6),306,지하6호선,20191007000000
992647,화랑대,306,지하6호선,20191007000000
992648,봉화산,306,지하6호선,20191007000000
992711,장암,307,지하7호선,20191007000000
992712,도봉산(7),307,지하7호선,20191007000000
992713,수락산,307,지하7호선,20191007000000
992714,마들,307,지하7호선,20191007000000
992715,노원(7),307,지하7호선,20191007000000
992716,중계,307,지하7호선,20191007000000
992717,하계,307,지하7호선,20191007000000
992718,공릉,307,지하7호선,20191007000000
992719,태릉입구(7),307,지하7호선,20191007000000
992720,먹골,307,지하7호선,20191007000000
992721,중화,307,지하7호선,20191007000000
992722,상봉(7),307,지하7호선,20191007000000
992723,면목,307,지하7호선,20191007000000
992724,사가정,307,지하7호선,20191007000000
992725,용마산,307,지하7호선,20191007000000
992726,중곡,307,지하7호선,20191007000000
992727,군자(7),307,지하7호선,20191007000000
992728,어린이대공원,307,지하7호선,20191007000000
992729,건대입구(7),307,지하7호선,20191007000000
992730,뚝섬유원지,307,지하7호선,20191007000000
992731,청담,307,지하7호선,20191007000000
992732,강남구청(7),307,지하7호선,20191007000000
992733,학동,307,지하7호선,20191007000000
992734,논현,307,지하7호선,20191007000000
992735,반포,307,지하7호선,20191007000000
992736,고속터미널(7),307,지하7호선,20191007000000
992737,내방,307,지하7호선,20191007000000
992738,이수(7),307,지하7호선,20191007000000
992739,남성,307,지하7호선,20191007000000
992740,숭실대입구,307,지하7호선,20191007000000
992741,상도,307,지하7호선,20191007000000
992742,장승배기,307,지하7호선,20191007000000
992743,신대방삼거리,307,지하7호선,20191007000000
992744,보라매,307,지하7호선,20191007000000
992745,신풍,307,지하7호선,20191007000000
992746,대림(7),307,지하7호선,20191007000000
992747,남구로,307,지하7호선,20191007000000
992748,가산디지털단지(7),307,지하7호선,20191007000000
992749,철산,307,지하7호선,20191007000000
992750,광명사거리,307,지하7호선,20191007000000
992751,천왕,307,지하7호선,20191007000000
992752,온수(7),307,지하7호선,20191007000000
992753,까치울,307,지하7호선,20191007000000
992754,부천종합운동장,307,지하7호선,20191007000000
992755,춘의,307,지하7호선,20191007000000
992756,신중동,307,지하7호선,20191007000000
992757,부천시청,307,지하7호선,20191007000000
992758,상동,307,지하7호선,20191007000000
992759,삼산체육관,307,지하7호선,20191007000000
992760,굴포천,307,지하7호선,20191007000000
992761,부평구청,307,지하7호선,20191007000000
992811,암사,308,지하8호선,20191007000000
992812,천호(8),308,지하8호선,20191007000000
992813,강동구청,308,지하8호선,20191007000000
992814,몽촌토성,308,지하8호선,20191007000000
992815,잠실(8),308,지하8호선,20191007000000
992816,석촌,308,지하8호선,20191007000000
992817,송파,308,지하8호선,20191007000000
992818,가락시장(8),308,지하8호선,20191007000000
992819,문정,308,지하8호선,20191007000000
992820,장지,308,지하8호선,20191007000000
992821,복정(8),308,지하8호선,20191007000000
992822,산성,308,지하8호선,20191007000000
992823,남한산성입구,308,지하8호선,20191007000000
992824,단대오거리,308,지하8호선,20191007000000
992825,신흥,308,지하8호선,20191007000000
992826,수진,308,지하8호선,20191007000000
992827,모란(8),308,지하8호선,20191007000000
993110,계양,401,인천1호선,20191007000000
993111,귤현,401,인천1호선,20191007000000
993112,박촌,401,인천1호선,20191007000000
993113,임학,401,인천1호선,20191007000000
993114,계산,401,인천1호선,20191007000000
993115,경인교대입구,401,인천1호선,20191007000000
993116,작전,401,인천1호선,20191007000000
993117,갈산,401,인천1호선,20191007000000
993118,부평구청,401,인천1호선,20191007000000
993119,부평시장,401,인천1호선,20191007000000
993120,부평(인천),401,인천1호선,20191007000000
993121,동수,401,인천1호선,20191007000000
993122,부평삼거리,401,인천1호선,20191007000000
993123,간석오거리,401,인천1호선,20191007000000
993124,인천시청,401,인천1호선,20191007000000
993125,예술회관,401,인천1호선,20191007000000
993126,인천터미널,401,인천1호선,20191007000000
993127,문학경기장,401,인천1호선,20191007000000
993128,선학,401,인천1호선,20191007000000
993129,신연수,401,인천1호선,20191007000000
993130,원인재(인천),401,인천1호선,20191007000000
993131,동춘,401,인천1호선,20191007000000
993132,동막,401,인천1호선,20191007000000
993133,캠퍼스타운,401,인천1호선,20191007000000
993134,테크노파크,401,인천1호선,20191007000000
993135,지식정보단지,401,인천1호선,20191007000000
993136,인천대입구,401,인천1호선,20191007000000
993137,센트럴파크,401,인천1호선,20191007000000
993138,국제업무지구,401,인천1호선,20191007000000
993201,검단오류,402,인천2호선,20191007000000
993202,왕길,402,인천2호선,20191007000000
993203,검단사거리,402,인천2호선,20191007000000
993204,마전,402,인천2호선,20191007000000
993205,완정,402,인천2호선,20191007000000
